Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,DOBMissing,TrainingBeforeStart,SurveyBeforeStart
1525,Kristin,Mccarty,2020-05-16,,Sales Manager,Abigail Marks,kristin.mccarty@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Underground,1989-07-31,PA,Laborer,Female,57392,Other,Divorced,Fully Meets,3,1952,2023-06-09,2,5,2,2023-03-05,Leadership Development,Internal,Passed,East Jeff,Sydney Bryant,1,846.22,False,False,False
1526,Barbara,Sutwell,2023-04-06,2023-05-24,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,Production       ,Finance & Accounting,1976-02-20,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3,1953,2023-04-07,4,5,4,2022-08-13,Leadership Development,External,Passed,West Kelli,Laura Smith,4,275.62,False,True,False
1527,Lenora,Tejeda,2019-02-18,2022-10-31,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,Production       ,Finance & Accounting,1968-07-22,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3,1954,2023-03-16,1,1,5,2022-08-14,Customer Service,External,Passed,Lake Cindy,Ronald Marsh,5,837.05,False,False,False
1528,Ludwick,Harrell,2020-10-10,,Production Technician I,Jonathan Huber,ludwick.harrell@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,1998-04-04,MA,Engineer,Male,1776,White,Married,Fully Meets,3,1955,2022-08-27,2,3,4,2023-07-22,Leadership Development,Internal,Incomplete,Port Catherineside,Stephen Henry,3,202.35,False,False,False
1529,Courtney,Beatrice,2021-05-15,,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Billable Consultants,1958-12-18,MA,Engineer,Female,1915,Black,Married,Fully Meets,3,1956,2023-01-23,1,5,4,2023-06-05,Communication Skills,External,Passed,Lake Justin,Phillip Yates,4,590.97,False,False,False
1530,Melisa,Gerke,2019-05-13,2022-05-30,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Prove do voice ten likely do.,Production       ,Field Operations,1975-02-15,MA,Manager,Female,2330,Asian,Widowed,Fully Meets,3,1957,2023-03-17,5,2,2,2023-04-14,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55,False,False,False
1531,Lin,Chan,2019-07-04,,Production Technician I,Neil Aguilar,lin.chan@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Sales & Marketing,1990-10-18,MA,Assistant,Female,2170,Other,Married,Fully Meets,3,1958,2022-10-05,4,2,5,2023-05-23,Communication Skills,Internal,Incomplete,North Carolynside,Ethan Williams,2,141.91,False,False,False
1532,Kamrin,Sander,2022-04-01,2022-04-28,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Voluntary,Nation fight role according team candidate.,Production       ,Project Management - Con,1989-02-08,MA,Coordinator,Female,2154,Asian,Married,Fully Meets,3,1959,2023-01-04,5,3,4,2022-09-13,Project Management,External,Completed,Lake Travisfort,Jessica Johnston,2,883.34,False,False,False
1533,Thomas,Rhoads,2018-11-03,,Production Technician I,Sean Scott,thomas.rhoads@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,1948-05-26,MA,Administrator,Male,2176,White,Divorced,Fully Meets,3,1960,2023-01-06,3,4,1,2023-04-28,Leadership Development,Internal,Passed,Port Jamiemouth,Victoria Richardson,4,176.82,False,False,False
1534,Nina,Panjwani,2018-10-11,2022-05-04,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Trip letter possible institution nothing.,Production       ,General - Eng,1945-07-17,MA,Drafter,Female,2351,Black,Married,Fully Meets,3,1961,2022-12-21,2,3,1,2023-04-25,Customer Service,External,Failed,Juliehaven,Ashley Meyer,1,767.22,False,False,False
1535,Megan,Faller,2023-06-25,2023-07-25,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Involuntary,It likely program stay product.,Production       ,General - Con,1951-02-18,MA,Clerk,Female,1824,Other,Divorced,Fully Meets,3,1962,2022-09-05,2,4,1,2022-10-02,Leadership Development,External,Completed,Stephanietown,Jeremy Little,5,555.6,False,True,True
1536,Judy,Jung,2020-09-14,2021-08-31,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Expert wrong space Mrs popular kitchen small.,Production       ,General - Con,1972-08-05,MA,Technician,Female,2446,Other,Married,Fully Meets,3,1963,2022-08-23,2,5,3,2023-06-13,Technical Skills,Internal,Incomplete,Danielhaven,Sarah Stone,2,316.03,False,False,False
1537,April,Evensen,2022-12-20,2023-03-11,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Voluntary,War good your trial second black sit.,Production       ,Executive,1969-03-27,MA,Manager,Female,2458,Other,Married,Fully Meets,3,1964,2022-11-21,5,5,5,2023-05-22,Customer Service,Internal,Failed,East Tina,David Hart,1,540.96,False,False,True
1538,Julissa,Hunts,2022-02-23,,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,General - Con,1949-07-31,MA,Specialist,Female,2021,White,Widowed,Fully Meets,3,1965,2023-02-15,3,1,1,2022-10-16,Leadership Development,External,Failed,Sandramouth,Julie Kennedy,3,444.23,False,False,False
1539,Kristie,Nowlan,2019-05-31,,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1971-04-03,MA,Technician,Female,1040,Other,Widowed,Fully Meets,3,1966,2022-10-29,4,3,2,2023-05-19,Communication Skills,Internal,Failed,Dennisberg,Mark Baker,5,497.54,False,False,False
1540,Dawn,Motlagh,2019-01-29,,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,1994-11-12,MA,Flagger,Female,2453,Other,Single,Fully Meets,3,1967,2023-02-26,4,2,4,2023-07-23,Customer Service,Internal,Incomplete,West Austin,Alexander Myers,4,300.95,False,False,False
1541,Theresa,Wallace,2019-09-01,,Production Technician I,Cynthia Watkins,theresa.wallace@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,1955-06-29,MA,Laborer,Female,1887,Asian,Widowed,Fully Meets,3,1968,2022-12-27,1,4,2,2022-11-25,Customer Service,Internal,Incomplete,East Charleneview,Kimberly Becker,2,283.06,False,False,False
1542,Allison,Lydon,2021-01-17,2021-06-08,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Indicate mother account loss really past.,Production       ,General - Con,1975-10-02,MA,Foreman,Female,2122,White,Single,Fully Meets,3,1969,2023-04-20,4,3,3,2022-08-29,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94,False,False,False
1543,Trina,Alagbe,2022-04-21,2022-04-21,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Retirement,Push must right.,Production       ,Field Operations,1952-04-17,MA,Foreman,Female,1886,Other,Single,Fully Meets,3,1970,2023-03-06,5,4,4,2023-03-27,Leadership Development,External,Failed,Douglasland,Richard Thomas,1,398.23,False,False,False
1544,Betsy,Bondwell,2018-09-15,2023-07-14,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Glass minute shake food determine deep.,Production       ,General - Con,1994-10-02,MA,Lineman,Female,2210,Other,Divorced,Fully Meets,3,1971,2023-05-27,3,2,1,2022-12-20,Leadership Development,External,Incomplete,West Sandratown,Nathaniel Rasmussen,1,331.8,False,False,False
1545,Joe,Smith,2021-12-04,2022-01-07,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Zone A,Temporary,Involuntary,Its card benefit dream bring.,Production       ,Field Operations,1996-01-23,MA,Laborer,Male,2045,Asian,Single,Fully Meets,3,1972,2023-03-15,2,2,3,2023-04-26,Leadership Development,External,Incomplete,Powellside,Matthew Watson,4,349.48,False,False,False
1546,Lisa,Lunquist,2019-11-14,,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,1991-10-10,MA,Laborer,Female,2324,Black,Married,Fully Meets,3,1973,2022-08-30,4,2,3,2023-04-01,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48,False,False,False
1547,Jene'ya,Darson,2021-04-14,,Production Technician I,Robert Joseph,jene'ya.darson@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,1968-12-29,MA,Supervisor,Female,2110,White,Widowed,Fully Meets,3,1974,2023-01-17,4,1,3,2022-10-08,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45,False,False,False
1548,Hunter,Cannon,2019-04-14,,Production Technician I,Logan Ball,hunter.cannon@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Project Management - Con,1941-10-31,MA,Manager,Female,10062,Other,Divorced,Fully Meets,3,1975,2023-03-24,4,4,3,2023-03-12,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61,False,False,False
1549,Jon,Lynn,2021-01-09,,Production Technician I,Steven Ramos,jon.lynn@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,1945-02-16,MA,Administration,Female,82592,White,Single,Fully Meets,3,1976,2023-04-25,1,5,1,2022-11-16,Communication Skills,External,Completed,West Paul,Pamela Sanchez,5,405.13,False,False,False
1550,Paxton,Clarke,2022-12-26,2023-07-04,Production Technician I,Ashley Williams,paxton.clarke@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Before room than city she.,Production       ,Field Operations,1952-09-22,MA,Technician,Female,4549,White,Single,Fully Meets,3,1977,2023-03-18,2,5,4,2023-05-26,Leadership Development,Internal,Incomplete,Port Austin,Heather Tucker,5,781.27,False,False,False
1551,Lillian,Hines,2021-10-05,2023-07-02,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,Production       ,Finance & Accounting,1976-12-22,MA,Administration,Female,61287,Other,Divorced,Fully Meets,3,1978,2023-06-08,3,5,1,2023-01-18,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61,False,False,False
1552,Liam,Snow,2022-09-25,2023-03-27,Production Technician I,Christopher Sanford,liam.snow@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Let create wind fast gun heavy cold.,Production       ,Engineers,1972-03-25,MA,Engineer,Female,61958,Asian,Single,Fully Meets,3,1979,2023-07-17,1,4,5,2023-05-19,Communication Skills,Internal,Failed,Torresmouth,Matthew Carter,1,656.46,False,False,False
1553,Arianna,Horton,2021-11-10,,Production Technician I,Heather Ramirez,arianna.horton@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,1990-06-16,MA,Manager,Female,37701,Hispanic,Married,Fully Meets,3,1980,2023-05-17,5,4,5,2023-03-25,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07,False,False,False
1554,Ayanna,Short,2021-04-08,2023-07-16,Production Technician I,Amanda Mills,ayanna.short@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Involuntary,Prevent involve hundred price.,Production       ,General - Con,1993-11-14,MA,Foreman,Male,19755,Black,Divorced,Fully Meets,3,1981,2023-03-23,5,4,3,2022-08-10,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42,False,False,False
1555,Steve,Charles,2018-11-14,,Production Technician I,Jordan Cox,steve.charles@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Sga,1980-05-24,MA,Manager,Female,48632,Hispanic,Married,Fully Meets,3,1982,2023-06-24,3,5,5,2023-01-29,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83,False,False,False
1556,Ricardo,Bruce,2020-03-14,2022-10-22,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,Production       ,General - Con,1956-11-26,MA,Laborer,Female,31391,Asian,Widowed,Fully Meets,3,1983,2022-08-16,2,5,1,2022-12-28,Customer Service,Internal,Failed,East William,Shelly Baker,5,769.23,False,False,False
1557,Laura,Gutierrez,2020-06-24,,Production Technician I,Samantha Bryant,laura.gutierrez@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Catv,1948-11-02,MA,Splicer,Female,8522,Black,Single,Fully Meets,3,1984,2022-08-07,5,2,2,2022-08-18,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02,False,False,False
1558,Braxton,Rojas,2023-03-19,2023-04-04,Production Technician I,Hunter Cervantes,braxton.rojas@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Race least white while real huge.,Production       ,General - Con,1963-09-11,MA,Lineman,Female,88359,White,Widowed,Fully Meets,3,1985,2023-03-04,5,5,2,2022-09-28,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95,False,True,True
1559,Sage,Mercer,2022-08-15,,Production Technician I,Samantha Wyatt,sage.mercer@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Executive,1949-02-18,MA,Director,Female,21326,Black,Divorced,Fully Meets,3,1986,2022-09-17,1,4,2,2023-02-21,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81,False,False,False
1560,Chase,Horn,2018-11-09,,Production Technician I,Richard Davis II,chase.horn@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Sga,1967-05-27,MA,Administrator,Female,75570,White,Single,Fully Meets,3,1987,2023-07-18,5,1,3,2023-06-27,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93,False,False,False
1561,Juliana,Dyer,2018-11-23,2019-08-19,Production Technician I,Lisa Jones,juliana.dyer@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Seven president one. Wind education reveal old.,Production       ,Field Operations,1989-10-26,MA,Laborer,Female,97548,Black,Single,Fully Meets,3,1988,2023-02-10,1,3,5,2023-05-18,Project Management,External,Completed,Andersonchester,Eric Gallegos,4,903.8,False,False,False
1562,Alec,Stephens,2020-02-25,,Production Technician II,Jessica Garcia,alec.stephens@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,2000-06-14,MA,Groundman,Female,51952,Other,Married,Fully Meets,3,1989,2023-05-04,4,2,5,2022-12-04,Leadership Development,External,Incomplete,Cookview,Karen Fox,4,329.3,False,False,False
1563,Adriana,Weber,2020-05-16,2022-05-18,Production Technician II,Jacqueline Jackson,adriana.weber@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Resignation,To prevent method stand decision.,Production       ,Field Operations,1947-09-18,MA,Laborer,Female,46806,Black,Divorced,Fully Meets,3,1990,2022-08-31,3,1,1,2022-09-18,Leadership Development,Internal,Incomplete,Mccarthyhaven,Anthony Silva,1,332.51,False,False,False
1564,Lola,Hensley,2019-06-18,2023-07-05,Production Technician II,Kimberly Fox,lola.hensley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Best candidate this seem soldier summer.,Production       ,General - Con,1949-01-01,MA,Technician,Female,67662,Other,Married,Fully Meets,3,1991,2023-01-26,2,1,3,2023-01-24,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63,False,False,False
1565,Shamar,Delgado,2019-05-20,2021-03-30,Production Technician II,Melissa Welch,shamar.delgado@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Create who sound worry ground.,Production       ,General - Con,1950-02-25,MA,Laborer,Female,74114,White,Divorced,Fully Meets,3,1992,2023-02-06,4,3,3,2022-09-11,Communication Skills,Internal,Failed,North Samuelview,Christopher Bailey,2,827.05,False,False,False
1566,Emmanuel,Huang,2020-10-16,2021-02-12,Production Technician II,James Ferguson,emmanuel.huang@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Stuff oil customer fact billion there.,Production       ,Field Operations,1972-07-21,MA,Technician,Female,54589,Hispanic,Divorced,Fully Meets,3,1993,2022-12-10,5,2,4,2023-05-02,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42,False,False,False
1567,Brenna,Decker,2022-07-01,2022-11-03,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,Production       ,General - Con,1988-12-29,MA,Lineman,Female,43526,Other,Single,Fully Meets,3,1994,2022-10-04,5,5,1,2023-04-20,Technical Skills,External,Passed,Martinchester,Laurie Bird,4,360.61,False,False,False
1568,Averie,Wolfe,2022-12-17,,Production Technician II,Brandon Jones,averie.wolfe@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,1978-06-08,MA,Driller,Female,22396,Other,Married,Fully Meets,3,1995,2023-04-23,4,3,1,2022-08-23,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54,False,True,False
1569,Gaige,Marsh,2021-10-24,2021-11-21,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Win join best machine feel.,Production       ,Aerial,1992-10-07,MA,Lineman,Female,92216,White,Single,Fully Meets,3,1996,2023-08-01,3,5,2,2022-12-16,Communication Skills,Internal,Failed,Coxshire,Christopher Porter MD,5,250.11,False,False,False
1570,Karli,Ross,2019-02-28,2019-10-11,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,Production       ,Wireline Construction,1990-09-06,MA,Project Manager,Female,64180,Asian,Divorced,Fully Meets,3,1997,2023-02-16,3,3,2,2023-04-29,Project Management,Internal,Failed,East Karenberg,Andrew Jones,4,819.65,False,False,False
1571,Amiyah,Beasley,2022-03-24,,Production Technician II,Kathleen Gonzalez,amiyah.beasley@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1999-02-21,MA,Laborer,Female,34377,Black,Widowed,Fully Meets,3,1998,2022-09-07,2,4,3,2022-12-01,Technical Skills,Internal,Completed,East Michael,Eddie King,2,186.77,False,False,False
1572,Kayla,Gibbs,2021-10-17,2022-11-12,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,1943-06-22,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3,1999,2023-07-12,3,2,2,2023-05-08,Technical Skills,External,Passed,Lewisland,Erica Wilson,4,633.67,False,False,False
1573,Jocelyn,Jackson,2022-05-13,2022-09-12,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,1963-07-07,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3,2000,2022-10-25,1,3,3,2023-03-20,Technical Skills,Internal,Incomplete,East Erin,Jacqueline Maxwell,3,236.34,False,False,False
1574,Gilbert,Newman,2019-10-09,2023-01-06,Production Technician I,Kimberly Meyer,gilbert.newman@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Use eight hot bar board realize without.,Production       ,Yard (Material Handling),1977-08-17,MA,Coordinator,Female,18299,White,Widowed,Fully Meets,3,2001,2023-02-09,5,3,5,2023-05-04,Leadership Development,Internal,Incomplete,Port Valerie,Robert Ramirez,4,504.62,False,False,False
1575,Roberto,Rosales,2018-10-12,2023-07-21,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Onto work name back goal claim reduce.,Production       ,General - Con,1990-05-25,MA,Laborer,Female,81634,White,Married,Fully Meets,3,2002,2023-03-11,1,4,2,2022-10-26,Project Management,External,Incomplete,Whitebury,Michael Wright,1,217.86,False,False,False
1576,Justice,Rhodes,2020-04-13,2022-11-28,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Number environmental next shoulder kid move away.,Production       ,Shop (Fleet),1985-01-07,MA,Welder,Female,48650,Other,Married,Fully Meets,3,2003,2023-06-19,5,5,1,2022-12-12,Technical Skills,External,Completed,Perezview,Jose King,4,148.97,False,False,False
1577,Adyson,Esparza,2021-04-25,,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,2001-05-04,MA,Engineer,Female,72181,Other,Divorced,Fully Meets,3,2004,2023-05-05,3,3,4,2023-02-27,Leadership Development,Internal,Completed,Taylorchester,Kathy Norris,1,628.83,False,False,False
1578,Laci,Baird,2018-12-21,2022-11-16,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,Production       ,Splicing,1947-09-03,MA,Laborer,Female,53844,Asian,Widowed,Fully Meets,3,2005,2022-11-04,2,1,2,2023-04-22,Leadership Development,Internal,Completed,West Danielton,Elijah Henson,2,458.78,False,False,False
1579,Samson,Meza,2021-09-19,,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Executive,1973-10-23,MA,Chief Operating Officer,Male,72825,Other,Married,Fully Meets,3,2006,2022-10-21,5,5,2,2022-12-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65,False,False,False
1580,Deacon,Bass,2020-12-15,,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,1979-05-05,MA,Splicer,Female,10308,Black,Widowed,Fully Meets,3,2007,2023-07-28,4,1,5,2023-02-28,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17,False,False,False
1581,Kaila,Johnston,2019-07-15,2020-01-13,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Follow yourself child to foot.,Production       ,Field Operations,1941-03-09,MA,Lineman,Female,67443,Asian,Widowed,Fully Meets,3,2008,2023-03-17,1,2,2,2022-10-24,Project Management,External,Passed,Thomasland,Timothy Lewis,2,478.95,False,False,False
1582,Cayden,Maynard,2021-11-17,,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1997-01-10,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3,2009,2023-02-27,5,2,2,2023-01-20,Customer Service,Internal,Incomplete,Nicoleside,Gary Johnson,1,319.94,False,False,False
1583,Araceli,Mcguire,2023-02-04,2023-06-24,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,Production       ,Catv,1949-07-03,MA,Laborer,Female,71663,Hispanic,Married,Fully Meets,3,2010,2023-02-17,4,4,4,2022-08-22,Communication Skills,Internal,Passed,Andrewview,Kristen Rogers,2,601.66,False,True,False
1584,Naomi,Hardin,2022-07-03,2022-07-12,Production Technician I,Nichole Jordan,naomi.hardin@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Institution window ability miss recently around.,Production       ,Finance & Accounting,1994-06-08,MA,Clerk,Female,91439,Asian,Married,Fully Meets,3,2011,2023-01-27,3,2,2,2023-04-30,Leadership Development,Internal,Completed,Lake Jeffreyberg,Nichole Crawford,1,999.96,False,False,False
1585,Darnell,Eaton,2020-01-24,2022-09-14,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Billion turn account cut spring.,Production       ,General - Sga,1984-06-06,MA,Vp,Female,44651,White,Single,Fully Meets,3,2012,2023-07-26,2,3,2,2022-09-18,Communication Skills,External,Incomplete,New Karenberg,Lindsay Reid,2,138.67,False,False,False
1586,Zariah,Ritter,2019-07-07,2021-03-27,Production Technician I,Crystal Johnson,zariah.ritter@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Voluntary,Maintain score scene attack face try wish.,Production       ,General - Con,1952-08-04,MA,Foreman,Female,61363,Black,Widowed,Fully Meets,3,2013,2023-03-07,4,5,4,2023-02-21,Leadership Development,External,Failed,East Sabrinachester,Dr. Steven Walker,2,962.76,False,False,False
1587,Malaki,Richards,2022-03-13,,Production Technician II,Corey Roberts,malaki.richards@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,1984-11-11,MA,Technician,Female,6175,Asian,Divorced,Fully Meets,3,2014,2022-08-07,2,5,4,2023-03-02,Technical Skills,External,Incomplete,Bauerland,Thomas Martinez,4,106.88,False,False,False
1588,Markus,Robles,2023-06-02,,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,1992-05-03,MA,Engineer,Female,23634,White,Widowed,Fully Meets,3,2015,2022-08-13,4,3,1,2022-09-30,Leadership Development,Internal,Passed,South David,John Hobbs,1,561.89,False,True,True
1589,Angela,Kaufman,2021-04-08,,Production Technician II,Amy Durham,angela.kaufman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,1958-01-10,MA,Lineman,Female,66919,White,Widowed,Fully Meets,3,2016,2023-05-31,1,3,5,2022-09-13,Technical Skills,Internal,Incomplete,New Stephanie,Robert Nelson,5,775.52,False,False,False
1590,Shaniya,Wolfe,2019-12-02,,Production Technician II,Miguel Brown,shaniya.wolfe@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,1971-04-17,MA,Laborer,Female,10719,Black,Single,Fully Meets,3,2017,2023-07-11,2,5,4,2022-12-03,Communication Skills,External,Incomplete,Michaelhaven,Heidi Chavez,4,397.01,False,False,False
1591,Anya,Morton,2022-03-09,2023-05-18,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Various various decide per clear miss.,Production       ,Yard (Material Handling),1986-01-27,MA,Runner,Female,86107,Asian,Divorced,Fully Meets,3,2018,2022-10-31,5,2,1,2022-08-21,Customer Service,External,Incomplete,Lake Robertfort,Chris Walker,5,739.74,False,False,False
